"","Points","GameDate","Tm","Opp","HW","Actual"
"13702",81.1666666666667,"2019-12-30","memphis","tulane","2",84
"13193",81.1219512195122,"2019-12-28","memphis","neworleans","2",97
"12876",80.975,"2019-12-21","memphis","jacksonstate","2",77
"12503",81.3076923076923,"2019-12-14","memphis","tennessee","0",51
"12128",80.7631578947368,"2019-12-07","memphis","alabamabirmingham","0",65
"11760",80.945945945946,"2019-12-03","memphis","bradley","2",71
"11469",80.6388888888889,"2019-11-28","memphis","ncstate","1",83
"11222",80.1714285714286,"2019-11-23","memphis","olemiss","2",87
"11119",80.5588235294118,"2019-11-20","memphis","littlerock","2",68
"11054",80.7575757575758,"2019-11-16","memphis","alcornstate","2",102
"10989",81.46875,"2019-11-12","memphis","oregon","1",74
"10849",81.5483870967742,"2019-11-08","memphis","uic","2",92
"10538",81.5,"2019-11-05","memphis","southcarolinastate","2",97
"9914",82.0344827586207,"2019-03-22","memphis","creighton","0",67
"9484",82.5,"2019-03-19","memphis","sandiego","2",74
"9231",82.5555555555556,"2019-03-16","memphis","houston","1",58
"8938",82.3461538461538,"2019-03-15","memphis","ucf","1",79
"8649",81.56,"2019-03-14","memphis","tulane","2",83
"8320",81.9583333333333,"2019-03-09","memphis","tulsa","2",66
"8139",82.0869565217391,"2019-03-02","memphis","cincinnati","0",69
"7726",82.2727272727273,"2019-02-26","memphis","temple","2",81
"7312",83.1428571428571,"2019-02-23","memphis","wichitastate","0",88
"6993",83.4,"2019-02-20","memphis","tulane","2",102
"6858",83.6315789473684,"2019-02-16","memphis","ucf","0",72
"6465",84,"2019-02-13","memphis","eastcarolina","0",79
"6007",84.4705882352941,"2019-02-10","memphis","uconn","2",78
"5532",84.5625,"2019-02-07","memphis","cincinnati","2",64
"5130",84.6666666666667,"2019-02-02","memphis","southflorida","0",78
"4878",85.1428571428571,"2019-01-30","memphis","tulsa","0",79
"4509",85.7692307692308,"2019-01-27","memphis","ucf","2",77
"4120",85.8333333333333,"2019-01-24","memphis","temple","0",76
"3854",84.9090909090909,"2019-01-19","memphis","smu","2",83
"3558",83.5,"2019-01-13","memphis","tulane","0",83
"3215",81.7777777777778,"2019-01-10","memphis","eastcarolina","2",78
"2826",80.5,"2019-01-06","memphis","houston","0",77
"2512",78.5714285714286,"2019-01-03","memphis","wichitastate","2",85
"2298",77,"2018-12-29","memphis","floridaam","2",96
"1799",79,"2018-12-22","memphis","tennesseestate","2",99
"1523",80,"2018-12-19","memphis","littlerock","2",99
"1438",83,"2018-12-15","memphis","tennessee","2",92
"900",92.5,"2018-12-08","memphis","alabamabirmingham","2",94
"533",76,"2018-12-04","memphis","southdakotastate","2",88
"90010",81.3333333333333,"2018-11-25","memphis","collegeofcharleston","1",75
"143810",64,"2018-11-23","memphis","canisius","1",71
"17896",67.8269230769231,"2020-02-15","wisconsin","nebraska","0",81
"17477",67.5490196078431,"2020-02-09","wisconsin","ohiostate","2",70
"17223",67.8,"2020-02-05","wisconsin","minnesota","0",52
"17114",68.0408163265306,"2020-02-01","wisconsin","michiganstate","2",64
"16655",68.25,"2020-01-27","wisconsin","iowa","0",62
"16182",68.2127659574468,"2020-01-24","wisconsin","purdue","0",51
"15970",68.3695652173913,"2020-01-21","wisconsin","nebraska","2",82
"15720",68.4444444444444,"2020-01-17","wisconsin","michiganstate","0",55
"15508",68.4545454545455,"2020-01-14","wisconsin","maryland","2",56
"14719",68.1162790697674,"2020-01-11","wisconsin","pennstate","0",58
"14556",68.1904761904762,"2020-01-08","wisconsin","illinois","2",70
"14292",67.8048780487805,"2020-01-03","wisconsin","ohiostate","0",61
"13598",68.15,"2019-12-31","wisconsin","rider","2",65
"13451",68.6153846153846,"2019-12-28","wisconsin","tennessee","0",68
"13009",69.0526315789474,"2019-12-21","wisconsin","milwaukee","2",83
"12671",68.5405405405405,"2019-12-11","wisconsin","rutgers","0",65
"12292",68.3055555555556,"2019-12-07","wisconsin","indiana","2",84
"11809",67.8857142857143,"2019-12-04","wisconsin","ncstate","0",54
"11605",67.9705882352941,"2019-11-26","wisconsin","newmexico","1",50
"11238",68.1212121212121,"2019-11-25","wisconsin","richmond","1",52
"11080",68.5625,"2019-11-21","wisconsin","greenbay","2",88
"11016",69,"2019-11-17","wisconsin","marquette","2",77
"10680",69.1,"2019-11-13","wisconsin","mcneesestate","2",83
"10376",68.9655172413793,"2019-11-08","wisconsin","easternillinois","2",65
"10019",69.1071428571429,"2019-11-05","wisconsin","saintmarys","1",63
"9514",69.4074074074074,"2019-03-22","wisconsin","oregon","1",54
"9371",69.2692307692308,"2019-03-16","wisconsin","michiganstate","1",55
"8832",69.28,"2019-03-15","wisconsin","nebraska","1",66
"8230",69.5,"2019-03-10","wisconsin","ohiostate","0",73
"8108",69.9565217391304,"2019-03-07","wisconsin","iowa","2",65
"7674",70.7727272727273,"2019-03-02","wisconsin","pennstate","2",61
"7154",71.4761904761905,"2019-02-26","wisconsin","indiana","0",73
"6913",71.6,"2019-02-23","wisconsin","northwestern","0",69
"6814",72.1052631578947,"2019-02-18","wisconsin","illinois","2",64
"6375",72.6666666666667,"2019-02-12","wisconsin","michiganstate","2",59
"6136",72.7058823529412,"2019-02-09","wisconsin","michigan","0",52
"5585",73.25,"2019-02-06","wisconsin","minnesota","0",56
"5219",74.1333333333333,"2019-02-01","wisconsin","maryland","2",69
"4900",73.7142857142857,"2019-01-29","wisconsin","nebraska","0",62
"4570",73.9230769230769,"2019-01-26","wisconsin","northwestern","2",62
"4223",75.75,"2019-01-23","wisconsin","illinois","0",72
"3958",75.7272727272727,"2019-01-19","wisconsin","michigan","2",64
"3102",74.9,"2019-01-14","wisconsin","maryland","0",60
"2926",72,"2019-01-11","wisconsin","purdue","2",80
"2464",72.375,"2019-01-06","wisconsin","pennstate","0",71
"2151",72.8571428571429,"2019-01-03","wisconsin","minnesota","2",52
"1931",73,"2018-12-29","wisconsin","westernkentucky","0",76
"1569",71.8,"2018-12-22","wisconsin","grambling","2",84
"1456",78.25,"2018-12-13","wisconsin","savannahstate","2",101
"1425",78.3333333333333,"2018-12-08","wisconsin","marquette","0",69
"973",86.5,"2018-12-03","wisconsin","rutgers","2",69
"527",77,"2018-11-30","wisconsin","iowa","0",72
"97310",78.6666666666667,"2018-11-23","wisconsin","virginia","1",46
"142591",62,"2018-11-22","wisconsin","oklahoma","1",78
"18286",70.6274509803922,"2020-02-15","rhodeisland","st.josephs","2",73
"17987",70.42,"2020-02-11","rhodeisland","dayton","0",67
"17692",70.2857142857143,"2020-02-08","rhodeisland","georgewashington","0",82
"17292",70.375,"2020-02-04","rhodeisland","umass","2",73
"17041",70.3617021276596,"2020-01-31","rhodeisland","vcu","2",87
"16676",70.4782608695652,"2020-01-28","rhodeisland","georgemason","0",78
"16481",70.5111111111111,"2020-01-25","rhodeisland","st.bonaventure","0",81
"16089",70.7272727272727,"2020-01-22","rhodeisland","duquesne","2",77
"15808",70.6279069767442,"2020-01-18","rhodeisland","lasalle","2",66
"15424",70.1904761904762,"2020-01-15","rhodeisland","st.josephs","0",71
"14348",69.8048780487805,"2020-01-11","rhodeisland","vcu","0",65
"14002",69.675,"2020-01-08","rhodeisland","davidson","2",69
"13646",69.3846153846154,"2020-01-05","rhodeisland","richmond","2",61
"13333",69.2894736842105,"2020-01-02","rhodeisland","brown","0",75
"13103",68.9189189189189,"2019-12-29","rhodeisland","middletennessee","0",89
"12813",69.1666666666667,"2019-12-21","rhodeisland","westernkentucky","2",86
"12416",69.1428571428571,"2019-12-06","rhodeisland","providence","2",75
"11927",68.4411764705882,"2019-12-01","rhodeisland","westvirginia","0",81
"11515",68.8484848484848,"2019-11-27","rhodeisland","manhattan","2",73
"11051",68.625,"2019-11-24","rhodeisland","lsu","1",83
"11000",69.1935483870968,"2019-11-22","rhodeisland","northtexas","1",60
"10886",69,"2019-11-19","rhodeisland","nichollsstate","2",70
"10516",68.7586206896552,"2019-11-15","rhodeisland","alabama","2",93
"10166",67.8571428571429,"2019-11-09","rhodeisland","maryland","0",55
"9766",67.1851851851852,"2019-11-05","rhodeisland","liu","2",76
"9509",67,"2019-03-16","rhodeisland","st.bonaventure","1",51
"9107",66.48,"2019-03-15","rhodeisland","vcu","1",75
"8864",66.5,"2019-03-14","rhodeisland","lasalle","1",76
"8707",67.5652173913043,"2019-03-09","rhodeisland","umass","2",94
"7986",67.7727272727273,"2019-03-05","rhodeisland","st.josephs","0",86
"7641",68.7142857142857,"2019-03-01","rhodeisland","dayton","0",72
"7373",69.5,"2019-02-26","rhodeisland","georgewashington","2",80
"6972",69.7368421052632,"2019-02-22","rhodeisland","davidson","2",66
"6850",69.6111111111111,"2019-02-19","rhodeisland","vcu","0",42
"6348",69.5882352941177,"2019-02-16","rhodeisland","fordham","2",63
"6052",69.5,"2019-02-09","rhodeisland","dayton","2",48
"5690",68.9333333333333,"2019-02-06","rhodeisland","davidson","0",53
"5550",68.5,"2019-02-02","rhodeisland","saintlouis","2",65
"5034",68.6153846153846,"2019-01-30","rhodeisland","duquesne","0",72
"4895",67.8333333333333,"2019-01-27","rhodeisland","umass","0",70
"4275",69.1818181818182,"2019-01-23","rhodeisland","vcu","2",71
"3987",68.9,"2019-01-19","rhodeisland","lasalle","0",78
"3980",69.8888888888889,"2019-01-16","rhodeisland","st.bonaventure","2",75
"3905",69.25,"2019-01-13","rhodeisland","georgemason","2",67
"3333",67.4285714285714,"2019-01-09","rhodeisland","richmond","0",78
"2871",64.8333333333333,"2019-01-06","rhodeisland","saintlouis","0",53
"2352",62,"2018-12-30","rhodeisland","middletennessee","2",72
"2027",65,"2018-12-25","rhodeisland","hawaii","1",60
"1693",63,"2018-12-24","rhodeisland","charlotte","1",75
"797",65.5,"2018-12-22","rhodeisland","bucknell","1",82
"507",55,"2018-12-16","rhodeisland","westvirginia","1",83
"79710",68.3333333333333,"2018-12-01","rhodeisland","providence","0",50
"169310",58,"2018-11-28","rhodeisland","brown","2",71
"18476",67.1,"2020-02-17","idaho","portlandstate","0",69
"18245",67.5510204081633,"2020-02-13","idaho","easternwashington","0",74
"17606",67.8541666666667,"2020-02-08","idaho","montana","2",71
"17367",67.9574468085106,"2020-02-06","idaho","montanastate","0",50
"16735",67.804347826087,"2020-02-03","idaho","sacramentostate","0",67
"16037",67.8,"2020-02-01","idaho","northernarizona","0",72
"15908",67.7045454545455,"2020-01-27","idaho","southernutah","2",45
"15657",67.6976744186046,"2020-01-25","idaho","northerncolorado","2",53
"15379",67.8809523809524,"2020-01-18","idaho","montana","0",63
"14820",68.1463414634146,"2020-01-16","idaho","easternwashington","2",75
"14211",67.95,"2020-01-09","idaho","montanastate","2",68
"13868",68.025641025641,"2020-01-02","idaho","portlandstate","2",72
"13500",68.3684210526316,"2019-12-30","idaho","weberstate","0",68
"13179",68.7837837837838,"2019-12-28","idaho","idahostate","0",60
"12618",67.9166666666667,"2019-12-21","idaho","southdakotastate","0",57
"12380",67.9142857142857,"2019-12-14","idaho","calstatebakersfield","2",76
"12320",67.9117647058823,"2019-12-04","idaho","washingtonstate","2",65
"11859",68.030303030303,"2019-11-30","idaho","seattle","0",55
"11492",68.5625,"2019-11-26","idaho","northdakotastate","2",53
"10781",67.9354838709677,"2019-11-23","idaho","wallawalla","2",100
"10507",67.8333333333333,"2019-11-17","idaho","arkansasstate","0",68
"10321",67.8275862068966,"2019-11-15","idaho","vmi","1",68
"9874",68.1428571428571,"2019-11-14","idaho","ucdavis","1",64
"9656",67.1851851851852,"2019-11-09","idaho","ucriverside","0",51
"9218",67.2692307692308,"2019-11-05","idaho","evergreenstate","2",88
"9025",66.92,"2019-03-13","idaho","montanastate","1",71
"8811",67.4583333333333,"2019-03-09","idaho","idahostate","0",68
"8381",67.9130434782609,"2019-03-07","idaho","weberstate","0",59
"7886",68.8636363636364,"2019-03-02","idaho","sacramentostate","2",94
"7708",68.7142857142857,"2019-02-28","idaho","portlandstate","2",65
"7503",69.2,"2019-02-23","idaho","southernutah","0",76
"7266",69.4736842105263,"2019-02-21","idaho","northernarizona","0",54
"6621",69.2777777777778,"2019-02-18","idaho","easternwashington","0",57
"6437",70.2352941176471,"2019-02-14","idaho","northerncolorado","2",47
"5975",71.625,"2019-02-09","idaho","montanastate","0",72
"5131",73,"2019-02-07","idaho","montana","0",59
"4674",73.4285714285714,"2019-02-04","idaho","southernutah","2",64
"4467",73,"2019-02-02","idaho","northernarizona","2",73
"4322",72.9166666666667,"2019-01-26","idaho","portlandstate","0",53
"4102",71.6363636363636,"2019-01-24","idaho","sacramentostate","0",48
"3671",73.3,"2019-01-19","idaho","montana","2",51
"3183",75.2222222222222,"2019-01-10","idaho","montanastate","2",67
"2796",74.625,"2019-01-05","idaho","northerncolorado","0",79
"2589",75.7142857142857,"2019-01-03","idaho","easternwashington","2",74
"2244",76.6666666666667,"2018-12-31","idaho","weberstate","2",87
"1860",78.6,"2018-12-29","idaho","idahostate","2",55
"1646",73.75,"2018-12-21","idaho","santaclara","0",56
"1512",80,"2018-12-15","idaho","omaha","2",80
"1026",83.5,"2018-12-08","idaho","calstatebakersfield","2",67
"505",80,"2018-12-05","idaho","washingtonstate","0",70
"102610",71.6666666666667,"2018-11-27","idaho","westcoastbaptist","2",98
"151210",73,"2018-11-24","idaho","ucsb","1",55
"17891",77.7307692307692,"2020-02-15","newmexico","unlv","2",73
"17633",77.5686274509804,"2020-02-11","newmexico","sandiegostate","0",59
"17268",77.56,"2020-02-08","newmexico","wyoming","2",97
"16997",77.6734693877551,"2020-02-01","newmexico","fresnostate","0",77
"16561",77.5416666666667,"2020-01-29","newmexico","sandiegostate","2",57
"15982",77.531914893617,"2020-01-25","newmexico","nevada","0",74
"15791",77.3695652173913,"2020-01-21","newmexico","sanjosestate","2",86
"15579",77.4444444444444,"2020-01-18","newmexico","unlv","0",78
"15036",76.7727272727273,"2020-01-15","newmexico","coloradostate","0",72
"14838",76.4418604651163,"2020-01-11","newmexico","airforce","2",84
"14470",76.6190476190476,"2020-01-07","newmexico","fresnostate","2",78
"14214",76.5609756097561,"2020-01-01","newmexico","sanjosestate","0",85
"13977",76.475,"2019-12-29","newmexico","ucdavis","2",74
"13574",76.5897435897436,"2019-12-22","newmexico","houstonbaptist","2",107
"13448",77.0526315789474,"2019-12-17","newmexico","grandcanyon","2",91
"12980",77.5405405405405,"2019-12-14","newmexico","newmexicostate","2",69
"12812",77.5277777777778,"2019-12-07","newmexico","wyoming","0",79
"12546",77.9428571428571,"2019-12-04","newmexico","boisestate","2",80
"12254",77.5882352941177,"2019-12-01","newmexico","montana","2",72
"11915",77.1212121212121,"2019-11-26","newmexico","wisconsin","1",59
"11640",76.5,"2019-11-25","newmexico","auburn","1",59
"10884",76,"2019-11-21","newmexico","newmexicostate","0",78
"10762",75.7666666666667,"2019-11-19","newmexico","utep","0",63
"10543",75.6896551724138,"2019-11-16","newmexico","mcneesestate","2",90
"10239",75.5,"2019-11-13","newmexico","greenbay","2",93
"9938",75.5925925925926,"2019-11-09","newmexico","calstatenorthridge","2",97
"9505",75.5384615384615,"2019-11-06","newmexico","easternnewmexico","2",92
"8936",75.28,"2019-03-14","newmexico","utahstate","1",83
"8651",76.125,"2019-03-13","newmexico","wyoming","1",78
"8328",76.2608695652174,"2019-03-09","newmexico","wyoming","0",81
"7976",75.5454545454545,"2019-03-06","newmexico","boisestate","2",73
"7546",76.1904761904762,"2019-03-02","newmexico","coloradostate","2",77
"7330",75.85,"2019-02-26","newmexico","sanjosestate","0",82
"6706",76.1578947368421,"2019-02-20","newmexico","utahstate","0",55
"6256",76.7222222222222,"2019-02-16","newmexico","fresnostate","2",73
"5986",77.8235294117647,"2019-02-13","newmexico","sanjosestate","2",92
"5595",77.5,"2019-02-09","newmexico","nevada","0",62
"5367",77.5333333333333,"2019-02-05","newmexico","sandiegostate","2",83
"4958",77.6428571428571,"2019-02-02","newmexico","fresnostate","0",70
"4740",78.3076923076923,"2019-01-26","newmexico","utahstate","2",66
"4398",77.75,"2019-01-22","newmexico","unlv","0",58
"4257",78.9090909090909,"2019-01-19","newmexico","wyoming","2",83
"3889",76.5,"2019-01-15","newmexico","sandiegostate","0",77
"3475",77.7777777777778,"2019-01-12","newmexico","coloradostate","0",76
"3348",79.375,"2019-01-08","newmexico","unlv","2",69
"3020",79,"2019-01-05","newmexico","nevada","2",85
"2719",79.6666666666667,"2019-01-02","newmexico","airforce","0",65
"2506",83.6,"2018-12-30","newmexico","universityofthesouthwest","0",103
"2273",88.25,"2018-12-22","newmexico","penn","2",65
"1656",89.3333333333333,"2018-12-18","newmexico","northtexas","2",65
"918",92,"2018-12-16","newmexico","centralarkansas","2",82
"502",90,"2018-12-11","newmexico","colorado","2",75
"91810",87.6666666666667,"2018-12-04","newmexico","newmexicostate","0",65
"165611",84,"2018-12-01","newmexico","bradley","0",85
"18210",78.9433962264151,"2020-02-15","georgiasouthern","appalachianstate","2",57
"17560",78.9807692307692,"2020-02-13","georgiasouthern","coastalcarolina","2",79
"17389",79.1960784313726,"2020-02-08","georgiasouthern","louisiana","0",86
"16921",79.14,"2020-02-06","georgiasouthern","louisianamonroe","0",67
"16730",79.3061224489796,"2020-02-01","georgiasouthern","southalabama","2",69
"16514",79.5625,"2020-01-30","georgiasouthern","troy","2",86
"16261",79.7021276595745,"2020-01-25","georgiasouthern","georgiastate","2",77
"16055",79.8695652173913,"2020-01-18","georgiasouthern","southalabama","0",68
"15600",80.0888888888889,"2020-01-16","georgiasouthern","troy","0",82
"15361",80.4545454545455,"2020-01-11","georgiasouthern","louisiana","2",71
"15222",80.5348837209302,"2020-01-09","georgiasouthern","louisianamonroe","2",67
